date,Account,num_trades,daily_pnl,total_volume_usd,avg_trade_size,wins,losses,closed_trades_count,win_rate,long_short_ratio,sentiment_value,sentiment_class,frequency_segment,volume_segment
2024-12-10,0x39cef799f8b69da1995852eea189df24eb5cae3c,3,0.0,67566.11,22522.036666666667,0,0,0,,3.0,78,Extreme Greed,Infrequent,High Volume
2024-12-10,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,128,1474.670598,93195.85,512.06510989011,67,9,76,0.881578947368421,1.4931506849315068,78,Extreme Greed,Frequent,Low Volume
2024-12-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,14,3986.312514,700941.13,19470.586944444443,12,0,12,1.0,3.0,78,Extreme Greed,Frequent,High Volume
2024-12-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,117,3634.56814,214389.55000000002,1401.238888888889,147,0,147,1.0,0.35398230088495575,78,Extreme Greed,Frequent,Low Volume
2024-12-10,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1,0.0,587.97,587.97,0,0,0,,1.0,78,Extreme Greed,Frequent,Low Volume
2024-12-10,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,7,0.0,109744.79000000001,13718.098750000001,0,0,0,,8.0,78,Extreme Greed,Infrequent,Low Volume
2024-12-10,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,43,0.0,145530.36,2798.660769230769,0,0,0,,0.0,78,Extreme Greed,Frequent,High Volume
2024-12-10,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,272,26600.990442,1726078.07,1859.9979202586208,535,173,708,0.7556497175141242,0.3107344632768362,78,Extreme Greed,Frequent,High Volume
2024-12-11,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,83,1582.001112,11570.32,124.41204301075268,32,8,40,0.8,0.2077922077922078,74,Greed,Frequent,Low Volume
2024-12-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,7,8544.6855,124463.01000000001,6550.684736842106,10,0,10,1.0,0.9,74,Greed,Frequent,Low Volume
2024-12-11,0x39cef799f8b69da1995852eea189df24eb5cae3c,1,3721.345649,160050.2,40012.55,4,0,4,1.0,0.0,74,Greed,Infrequent,High Volume
2024-12-11,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,221,1157.689489,99971.13,307.6034769230769,109,1,110,0.990909090909091,0.5625,74,Greed,Frequent,Low Volume
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,12,1083.777057,699939.4299999999,23331.314333333332,8,0,8,1.0,0.25,74,Greed,Frequent,High Volume
2024-12-11,0x6d6a4b953f202f8df5bed40692e7fd865318264a,7,698.009722,1093.3899999999999,136.67374999999998,8,0,8,1.0,0.0,74,Greed,Frequent,Low Volume
2024-12-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,15,1567.4026840000001,161572.27,7024.881304347826,8,3,11,0.7272727272727273,1.0909090909090908,74,Greed,Frequent,Low Volume
2024-12-11,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,4,994.238977,2475.02,165.00133333333332,15,0,15,1.0,0.0,74,Greed,Infrequent,Low Volume
2024-12-11,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,1,39.7705,7158.62,7158.62,1,0,1,1.0,0.0,74,Greed,Infrequent,High Volume
2024-12-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,71,274998.942584,274999.12,1762.8148717948718,156,0,156,1.0,0.0,74,Greed,Frequent,Low Volume
2024-12-11,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,17,0.0,10836.08,637.4164705882353,0,0,0,,0.0,74,Greed,Frequent,High Volume
2024-12-11,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,108,24663.690943,639969.74,1207.490075471698,519,0,519,1.0,0.02119460500963391,74,Greed,Frequent,High Volume
2024-12-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,112,5806.86932,22071.36,150.14530612244897,82,5,87,0.9425287356321839,0.23529411764705882,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,4,7639.595794,345079.69,5565.801451612903,39,0,39,1.0,0.5897435897435898,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,7,1762.46,67508.1,6750.81,10,0,10,1.0,10.0,83,Extreme Greed,Infrequent,Low Volume
2024-12-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,110,574.398074,72883.76,458.38842767295597,46,15,61,0.7540983606557377,0.8928571428571429,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3,0.0,379879.42,12254.174838709678,0,0,0,,0.0,83,Extreme Greed,Frequent,High Volume
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,4,0.0,296563.81,3332.177640449438,0,0,0,,89.0,83,Extreme Greed,Infrequent,High Volume
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,3,362.84131,532.29,133.0725,4,0,4,1.0,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,15,0.0,23755.55,1397.385294117647,0,0,0,,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19,323.34897900000016,185290.04,3563.27,4,25,29,0.13793103448275862,1.2608695652173914,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,3,2512.437585,5497.650000000001,1374.4125000000001,4,0,4,1.0,0.0,83,Extreme Greed,Infrequent,Low Volume
2024-12-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,1,15.24474,771.87,771.87,1,0,1,1.0,0.0,83,Extreme Greed,Infrequent,High Volume
2024-12-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,105,449328.107544,449328.49,1430.9824522292993,314,0,314,1.0,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,1,0.0,5158.5,5158.5,0,0,0,,0.0,83,Extreme Greed,Frequent,High Volume
2024-12-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,424,130826.491662,2702869.34,2596.416272814601,848,20,868,0.9769585253456221,0.19107551487414187,83,Extreme Greed,Frequent,High Volume
2024-12-13,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,107,1522.284412,13731.75,88.59193548387097,71,11,82,0.8658536585365854,1.1527777777777777,76,Extreme Greed,Frequent,Low Volume
2024-12-13,0x2c229d22b100a7beb69122eed721cee9b24011dd,14,1966.9289449999999,114903.4,1823.863492063492,49,0,49,1.0,0.2857142857142857,76,Extreme Greed,Frequent,Low Volume
2024-12-13,0x39cef799f8b69da1995852eea189df24eb5cae3c,24,1116.8006,76820.97,2954.652692307692,13,0,13,1.0,1.0,76,Extreme Greed,Infrequent,High Volume
2024-12-13,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,98,587.630504,84942.25,573.9341216216217,52,7,59,0.8813559322033898,1.1142857142857143,76,Extreme Greed,Frequent,Low Volume
2024-12-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,14,6790.274613,1015080.35,20715.92551020408,27,0,27,1.0,3.0833333333333335,76,Extreme Greed,Frequent,High Volume
2024-12-13,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,25,0.0,88556.4,2951.8799999999997,0,0,0,,0.0,76,Extreme Greed,Frequent,Low Volume
2024-12-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,12,8276.625256,117862.64,4533.178461538461,25,0,25,1.0,0.4444444444444444,76,Extreme Greed,Frequent,Low Volume
2024-12-13,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1,0.0,386.65,128.88333333333333,0,0,0,,3.0,76,Extreme Greed,Frequent,Low Volume
2024-12-13,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,21,0.0,399968.44,2468.940987654321,0,0,0,,162.0,76,Extreme Greed,Infrequent,High Volume
2024-12-13,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,136,2270.1241019999998,219938.41999999998,939.9077777777777,164,0,164,1.0,0.4268292682926829,76,Extreme Greed,Frequent,High Volume
2024-12-13,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,161,9405.233313,748633.37,2702.6475451263536,70,0,70,1.0,3.0144927536231885,76,Extreme Greed,Frequent,High Volume
2024-12-14,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,92,13281.73126,28880.56,187.5361038961039,119,3,122,0.9754098360655737,0.41284403669724773,83,Extreme Greed,Frequent,Low Volume
2024-12-14,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,5,0.0,199999.87,5555.551944444444,0,0,0,,36.0,83,Extreme Greed,Infrequent,Low Volume
2024-12-14,0x39cef799f8b69da1995852eea189df24eb5cae3c,1,1898.178342,6591.46,6591.46,1,0,1,1.0,0.0,83,Extreme Greed,Infrequent,High Volume
2024-12-14,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,47,1178.021061,30278.13,488.356935483871,28,4,32,0.875,1.3846153846153846,83,Extreme Greed,Frequent,Low Volume
2024-12-14,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,1,0.0,24979.8,24979.8,0,0,0,,1.0,83,Extreme Greed,Frequent,High Volume
2024-12-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8,570.1898180000001,199648.91,10507.837368421053,6,0,6,1.0,2.8,83,Extreme Greed,Frequent,High Volume
2024-12-14,0x6d6a4b953f202f8df5bed40692e7fd865318264a,21,39057.10912,53177.8,664.7225000000001,80,0,80,1.0,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-14,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,34,0.0,87816.93,2042.2541860465114,0,0,0,,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,36,-33.03286,60033.97,1667.6102777777778,1,10,11,0.09090909090909091,0.44,83,Extreme Greed,Frequent,Low Volume
2024-12-14,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,425,10281.503571,1143657.42,1674.4618155197657,296,0,296,1.0,1.2996632996632997,83,Extreme Greed,Frequent,High Volume
2024-12-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2,100273.248286,100273.33,2005.4666,50,0,50,1.0,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-14,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,16,1294.450646,434223.6,6203.194285714286,4,0,4,1.0,16.5,83,Extreme Greed,Frequent,High Volume
2024-12-15,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,100,5389.96219,17125.99,125.00722627737227,68,3,71,0.9577464788732394,0.8026315789473685,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,5,346.827642,702.1700000000001,117.02833333333335,5,0,5,1.0,0.2,80,Extreme Greed,Infrequent,Low Volume
2024-12-15,0x39cef799f8b69da1995852eea189df24eb5cae3c,16,6623.483154,55831.68,1993.9885714285715,23,0,23,1.0,0.21739130434782608,80,Extreme Greed,Infrequent,High Volume
2024-12-15,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,96,10303.889423,112668.17,622.4760773480663,73,0,73,1.0,1.0804597701149425,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,9,263.914304,300238.04,14297.049523809523,5,0,5,1.0,0.23529411764705882,80,Extreme Greed,Frequent,High Volume
2024-12-15,0x513b8629fe877bb581bf244e326a047b249c4ff1,1,0.0,117435.62,4194.129285714285,0,0,0,,28.0,80,Extreme Greed,Infrequent,High Volume
2024-12-15,0x6d6a4b953f202f8df5bed40692e7fd865318264a,13,18879.21027,24527.5,1635.1666666666667,15,0,15,1.0,0.0,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,8,0.0,22500.0,2812.5,0,0,0,,0.0,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,14,126.32543000000001,6576.3,469.7357142857143,13,0,13,1.0,0.07692307692307693,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2,0.0,3698.13,739.626,0,0,0,,5.0,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,19,0.0,780642.45,1890.1754237288135,0,0,0,,413.0,80,Extreme Greed,Infrequent,High Volume
2024-12-15,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,436,3932.676736,1006213.05,1345.2046122994652,187,49,236,0.7923728813559322,2.169491525423729,80,Extreme Greed,Frequent,High Volume
2024-12-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1,49955.768945,49955.77,1921.375769230769,26,0,26,1.0,0.0,80,Extreme Greed,Frequent,Low Volume
2024-12-15,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,53,0.0,65108.89,1122.5670689655171,0,0,0,,0.0,80,Extreme Greed,Frequent,High Volume
2024-12-15,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,3,1703.2571850000002,20046.050000000003,2227.3388888888894,2,0,2,1.0,3.5,80,Extreme Greed,Frequent,High Volume
2024-12-16,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,159,13190.248859,30184.81,131.2383043478261,154,2,156,0.9871794871794872,0.5862068965517241,83,Extreme Greed,Frequent,Low Volume
2024-12-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,1,0.0,0.0,0.0,0,0,0,,0.0,83,Extreme Greed,Infrequent,Low Volume
2024-12-16,0x39cef799f8b69da1995852eea189df24eb5cae3c,13,6942.186825,82133.87,5866.705,9,0,9,1.0,0.5555555555555556,83,Extreme Greed,Infrequent,High Volume
2024-12-16,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,64,333.398209,52876.26,574.7419565217391,27,5,32,0.84375,0.6428571428571429,83,Extreme Greed,Frequent,Low Volume
2024-12-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7,0.0,879655.69,32579.84037037037,0,0,0,,0.0,83,Extreme Greed,Frequent,High Volume
2024-12-16,0x6d6a4b953f202f8df5bed40692e7fd865318264a,11,12648.870412,16043.47,341.3504255319149,47,0,47,1.0,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-16,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,33,0.0,64034.549999999996,1561.8182926829268,0,0,0,,0.0,83,Extreme Greed,Frequent,Low Volume
2024-12-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,10,758.93225,50820.630000000005,5082.063,4,4,8,0.5,1.0,83,Extreme Greed,Frequent,Low Volume
2024-12-16,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2,55.987393,111.96000000000001,55.980000000000004,1,0,1,1.0,1.0,83,Extreme Greed,Infrequent,High Volume
2024-12-16,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,202,3923.071266,557630.81,1710.5239570552149,164,0,164,1.0,0.9878048780487805,83,Extreme Greed,Frequent,High Volume
2024-12-16,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,3,2069.35811,2499.82,192.29384615384618,13,0,13,1.0,0.0,83,Extreme Greed,Infrequent,Low Volume
2024-12-16,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,3,0.0,2652.3199999999997,663.0799999999999,0,0,0,,0.0,83,Extreme Greed,Frequent,High Volume
2024-12-16,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,106,126852.290809,1002164.78,4090.4684897959187,116,0,116,1.0,1.1120689655172413,83,Extreme Greed,Frequent,High Volume
2024-12-17,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,149,4454.939378,20394.48,112.67668508287292,78,1,79,0.9873417721518988,1.180722891566265,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x2c229d22b100a7beb69122eed721cee9b24011dd,10,214.770101,15012.18,1000.812,11,0,11,1.0,0.36363636363636365,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x420ab45e0bd8863569a5efbb9c05d91f40624641,8,27.63736,79521.26,3976.0629999999996,11,0,11,1.0,0.1111111111111111,87,Extreme Greed,Infrequent,Low Volume
2024-12-17,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,238,21172.081622,129805.8,327.79242424242426,116,25,141,0.8226950354609929,0.6032388663967612,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1,0.0,179998.07,14999.839166666667,0,0,0,,0.0,87,Extreme Greed,Frequent,High Volume
2024-12-17,0x6d6a4b953f202f8df5bed40692e7fd865318264a,2,2244.04603,2808.88,401.2685714285714,7,0,7,1.0,0.0,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,92,0.0,1811199.98,18481.63244897959,0,0,0,,0.0,87,Extreme Greed,Infrequent,High Volume
2024-12-17,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,10,0.0,44100.09,3150.0064285714284,0,0,0,,0.0,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,46,3146.294798,132567.97,1978.6264179104478,64,0,64,1.0,1.3103448275862069,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x8170715b3b381dffb7062c0298972d4727a0a63b,10,0.0,29998.86,2142.7757142857145,0,0,0,,14.0,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,1,0.0,0.0,0.0,0,0,0,,0.0,87,Extreme Greed,Infrequent,High Volume
2024-12-17,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,389,9080.193597,1228954.26,2051.6765609348913,260,0,260,1.0,1.3038461538461539,87,Extreme Greed,Frequent,High Volume
2024-12-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,1,256.200336,299.74,299.74,1,0,1,1.0,0.0,87,Extreme Greed,Infrequent,Low Volume
2024-12-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,9,50346.757308,100346.89,2640.7076315789473,30,0,30,1.0,0.0,87,Extreme Greed,Frequent,Low Volume
2024-12-17,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2,0.0,3489.3,1744.65,0,0,0,,0.0,87,Extreme Greed,Frequent,High Volume
2024-12-17,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,112,128648.384642,1455099.87,3056.9325000000003,269,0,269,1.0,0.7695167286245354,87,Extreme Greed,Frequent,High Volume
2024-12-18,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,6,1613.165903,112897.91,1913.523898305085,15,0,15,1.0,2.933333333333333,81,Extreme Greed,Frequent,High Volume
2024-12-18,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,144,3624.489655,23859.85,124.92068062827224,80,5,85,0.9411764705882353,1.146067415730337,81,Extreme Greed,Frequent,Low Volume
2024-12-18,0x39cef799f8b69da1995852eea189df24eb5cae3c,10,136.054186,8151.69,679.3075,3,0,3,1.0,3.0,81,Extreme Greed,Infrequent,High Volume
2024-12-18,0x420ab45e0bd8863569a5efbb9c05d91f40624641,35,0.0,135586.94,3081.5213636363637,0,0,0,,0.0,81,Extreme Greed,Infrequent,Low Volume
2024-12-18,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,135,3311.822419,86052.91,380.76508849557524,47,36,83,0.5662650602409639,1.073394495412844,81,Extreme Greed,Frequent,Low Volume
2024-12-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8,-4627.220257,1746481.42,28169.055161290322,5,35,40,0.125,11.4,81,Extreme Greed,Frequent,High Volume
2024-12-18,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,25,0.0,99399.99,3206.451290322581,0,0,0,,0.0,81,Extreme Greed,Frequent,Low Volume
2024-12-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,108,2507.193252,171689.47,1492.9519130434783,109,1,110,0.990909090909091,6.666666666666667,81,Extreme Greed,Frequent,Low Volume
2024-12-18,0x8170715b3b381dffb7062c0298972d4727a0a63b,1,0.0,4999.94,4999.94,0,0,0,,1.0,81,Extreme Greed,Frequent,Low Volume
2024-12-18,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,198,2755.818564,551560.22,1756.5612101910826,154,0,154,1.0,1.0389610389610389,81,Extreme Greed,Frequent,High Volume
2024-12-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1,2222.47801,47777.47,2654.303888888889,18,0,18,1.0,18.0,81,Extreme Greed,Frequent,Low Volume
2024-12-18,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,14,0.0,30910.02,2207.8585714285714,0,0,0,,0.0,81,Extreme Greed,Frequent,High Volume
2024-12-18,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,194,2139.192941,779519.24,2279.296023391813,92,143,235,0.39148936170212767,0.4553191489361702,81,Extreme Greed,Frequent,High Volume
2024-12-19,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1,0.0,0.11,0.11,0,0,0,,0.0,75,Extreme Greed,Frequent,High Volume
2024-12-19,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,155,1525.329937,40188.99,197.00485294117647,80,14,94,0.851063829787234,3.533333333333333,75,Extreme Greed,Frequent,Low Volume
2024-12-19,0x420ab45e0bd8863569a5efbb9c05d91f40624641,1,2229.5212300000003,19948.06,4987.015,4,0,4,1.0,4.0,75,Extreme Greed,Infrequent,Low Volume
2024-12-19,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,87,3491.018544,57751.18,427.7865185185185,63,1,64,0.984375,1.2131147540983607,75,Extreme Greed,Frequent,Low Volume
2024-12-19,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,54,7440.638159,453044.78,5090.390786516854,36,0,36,1.0,1.4722222222222223,75,Extreme Greed,Frequent,High Volume
2024-12-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,18,1582.2032900000002,920856.42,17374.649433962266,6,0,6,1.0,7.833333333333333,75,Extreme Greed,Frequent,High Volume
2024-12-19,0x513b8629fe877bb581bf244e326a047b249c4ff1,2,0.0,242679.37,3791.86515625,0,0,0,,64.0,75,Extreme Greed,Infrequent,High Volume
2024-12-19,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1,0.0,24880.0,24880.0,0,0,0,,0.0,75,Extreme Greed,Frequent,Low Volume
2024-12-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,181,13027.2866,687924.26,2927.3372765957447,205,9,214,0.9579439252336449,0.21761658031088082,75,Extreme Greed,Frequent,Low Volume
2024-12-19,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1,0.0,1399.11,1399.11,0,0,0,,1.0,75,Extreme Greed,Frequent,Low Volume
2024-12-19,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,320,5687.811638,850779.2,1937.9936218678815,189,0,189,1.0,1.3227513227513228,75,Extreme Greed,Frequent,High Volume
2024-12-19,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,27,-128.0,224992.0,6080.864864864865,0,12,12,0.0,0.27586206896551724,75,Extreme Greed,Frequent,High Volume
2024-12-19,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,713,27888.195088,4717265.91,2272.286083815029,1470,107,1577,0.932149651236525,0.31642358909321494,75,Extreme Greed,Frequent,High Volume
2024-12-20,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,15,1245.51851,341740.77999999997,10051.199411764705,21,0,21,1.0,0.6190476190476191,74,Greed,Frequent,High Volume
2024-12-20,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,130,7812.716373,56183.31,289.6046907216495,111,10,121,0.9173553719008265,0.49230769230769234,74,Greed,Frequent,Low Volume
2024-12-20,0x2c229d22b100a7beb69122eed721cee9b24011dd,5,305.55784,28702.37,2609.3063636363636,10,0,10,1.0,0.1,74,Greed,Frequent,Low Volume
2024-12-20,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,3,22.80272,45.55,15.183333333333332,1,0,1,1.0,0.5,74,Greed,Infrequent,Low Volume
2024-12-20,0x39cef799f8b69da1995852eea189df24eb5cae3c,4,1676.3027260000001,11350.75,2837.6875,3,0,3,1.0,1.0,74,Greed,Infrequent,High Volume
2024-12-20,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,70,6049.6938279999995,91938.23,718.267421875,54,2,56,0.9642857142857143,1.206896551724138,74,Greed,Frequent,Low Volume
2024-12-20,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,82,53635.529649,2291660.29,9628.82474789916,99,9,108,0.9166666666666666,1.18348623853211,74,Greed,Frequent,High Volume
2024-12-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3,0.0,222287.61,37047.935,0,0,0,,6.0,74,Greed,Frequent,High Volume
2024-12-20,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,25,0.0,115392.0,4121.142857142857,0,0,0,,0.0,74,Greed,Frequent,Low Volume
2024-12-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,205,3509.273443,228247.86000000002,1042.2276712328767,197,7,204,0.9656862745098039,11.882352941176471,74,Greed,Frequent,Low Volume
2024-12-20,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,109,5930.482942,276288.18,1136.9883950617284,163,0,163,1.0,0.49079754601226994,74,Greed,Frequent,High Volume
2024-12-20,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,5,23353.625678,57160.03,4763.3358333333335,11,0,11,1.0,0.09090909090909091,74,Greed,Infrequent,Low Volume
2024-12-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2,0.0,99833.96,2321.7200000000003,0,0,0,,0.0,74,Greed,Frequent,Low Volume
2024-12-20,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,55,11799.68,187640.55,2843.038636363636,41,0,41,1.0,1.64,74,Greed,Frequent,High Volume
2024-12-20,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,568,139628.47633,3672803.24,2917.238474980143,672,68,740,0.9081081081081082,0.7013513513513514,74,Greed,Frequent,High Volume
2024-12-21,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,65,7465.899936,23041.15,215.33785046728974,54,1,55,0.9818181818181818,0.32098765432098764,73,Greed,Frequent,Low Volume
2024-12-21,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,133,7454.276452,108787.48,475.0544978165939,86,9,95,0.9052631578947369,0.4049079754601227,73,Greed,Frequent,Low Volume
2024-12-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,12,1367.500173,1011186.0700000001,20223.721400000002,28,0,28,1.0,0.7857142857142857,73,Greed,Frequent,High Volume
2024-12-21,0x6d6a4b953f202f8df5bed40692e7fd865318264a,59,27649.187167,33184.51,372.85966292134833,89,0,89,1.0,0.0,73,Greed,Frequent,Low Volume
2024-12-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8,24.404600000000002,12857.89,1607.23625,4,0,4,1.0,1.0,73,Greed,Frequent,Low Volume
2024-12-21,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,205,2600.050242,540147.32,1631.86501510574,105,0,105,1.0,2.1523809523809523,73,Greed,Frequent,High Volume
2024-12-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2,0.0,99748.06999999999,1608.8398387096772,0,0,0,,0.0,73,Greed,Frequent,Low Volume
